,mineral_name,2v,art & architecture thesaurus id (p1014),babelnet id (p2581),birefringence,caption,class,cleavage,colour,commons category (p373),crystal system (p556),dana,dana 8th edition (p714),density,described by source (p1343),description,diaphaneity,dispersion,elhuyar zth id (p4746),encyclopædia britannica online id (p1417),encyclopædia universalis id (p3219),fluorescence,fracture,freebase id (p646),google knowledge graph id (p2671),gran enciclopèdia catalana id (p1296),gravity,great russian encyclopedia online id (p2924),habit,"ima number, broad sense (p484)",ima status and/or rank (p579),kbpedia id (p8408),kivid.info id (p7348),luster,microsoft academic id (p6366),mindat mineral id (p6263),mohs,mohs' hardness (p1088),molweight,name,named after (p138),"nickel-strunz '10th ed', review of (9th ed/ 2009 update) (p713)",nickel-strunz 9th edition (updated 2009) (p712),opticalprop,other,pleochroism,refractive,solid solution series with (p2155),solubility,space group (p690),store norske leksikon id (p4342),streak,streak color (p534),strunz,"strunz 8th edition (series id, updated) (p711)",subclass of (p279),symmetry,system,tenacity,twinning,type locality (geology) (p2695),unit cell,wolfram language entity code (p4839)
486,epsomite,Measured: 52°,300380513,03374262n,δ = 0.028,Epsomite [[Speleothem|formation]] in a [[New Mexico]] [[cave]],Disphenoidal (222) <br/>[[H-M symbol]]: (2 2 2),{010} perfect {101} distinct,,Epsomite,orthorhombic crystal system (Q648961),29.6.11.1,29.6.11.1,,"['Mineralogia, eller mineralriket indelt och beskrifvet (Q32062091)', 'Tableau des analyses chimiques des minéraux (Q33216883)']",Sulfate mineral,Transparent to translucent,,23028.0,science/epsomite,epsomite,,Conchoidal,/m/02qq18,,,1.67 - 1.68,4937244,Acicular to fibrous encrustations,,grandfathered mineral (G) (Q13406846),Epsomite,428.0,"Vitreous, silky when fibrous",2780495618,,2,"{'amount': '+2', 'unit': '1'}",,Epsomite,Epsom (Q993164),7.CB.40,7.CB.40,Biaxial (-),,,n<sub>α</sub> = 1.433 n<sub>β</sub> = 1.455 n<sub>γ</sub> = 1.461,,In water,space group P2₁2₁2₁ (Q13371295),epsomitt,,white (Q23444),7.CB.40,VI/C.07,epsomite mineral group (Q3777574),''P''2<sub>1</sub>2<sub>1</sub>2<sub>1</sub>,[[Orthorhombic]],,Rarely observed on {110},Epsom (Q993164),"a = 11.86, b = 11.99 <br/>c = 6.858&nbsp;[Å]; Z&nbsp;=&nbsp;4","Entity[""Mineral"", ""Epsomite""]"
487,erlichmanite,,,,,,Diploidal,,,Erlichmanite,cubic crystal system (Q473227),2.12.1.16,,"8.28 g/cm3 (Measured), 9.59 g/cm3 (Calc)",,Sulfide mineral,Opaque,,,,,,,,/g/122n0gxj,,8.28,,Pyritohedral crystals or grains,IMA1970-048,approved mineral and/or valid name (A) (Q13406835),,,Metallic,,,4.5-5.5,,254.33gm,Erlichmanite,Jozef Erlichman (Q28920033),2.EB.05a,2.EB.05a,,,Non-pleochromic,,,,space group Pa-3 (Q15041870),,,,2/D.17-110,II/D.17,"['pyrite mineral group (Q3777780)', 'pyrite structural group (Q18759076)']",,Isometric,,,,177.47 Å³,"Entity[""Mineral"", ""Erlichmanite""]"
488,erythrite,,300380514,,δ = 0.073,Erythrite crystals,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,Perfect on {{mset|010}} ; poor on {{mset|100}} and {{mset|overline|1|02}} . {{overline|1}} 02,,Erythrite,monoclinic crystal system (Q624543),40.03.06.03,40.3.6.3,,"['Granat Encyclopedic Dictionary (Q4532138)', 'Traité Élémentaire de Minéralogie (Q31397605)']",,Transparent to translucent,,9030.0,science/erythrite,erythrite-chimie,,,/m/03yk3l,,,3.06,4937935,"Radial or stellate aggregates, fibrous, drusy; usually powdery and massive - rarely as striated prismatic crystals",,grandfathered mineral (G) (Q13406846),Erythrite,453.0,"Subadamantine, pearly on cleavages",,1407,1.5 - 2.5,,,Erythrite,red (Q3142),8.CE.40,8.CE.40,Biaxial (+),,Visible: X = pale pinkish to pale rose; Y = pale violet to pale violet-rose; Z = deep red,n<sub>α</sub> = 1.626 - 1.629 n<sub>β</sub> = 1.662 - 1.663 n<sub>γ</sub> = 1.699 - 1.701,,,,,Pale red to pink,,8.CE.40,VII/C.13,vivianite mineral group (Q3777850),''C2/m'',Monoclinic,Sectile,,Daniel mine (Q23900599),,"Entity[""Mineral"", ""Erythrite""]"
489,eskebornite,,,,,,Tetragonal,{001} perfect,,,tetragonal crystal system (Q503601),2.9.1.2,2.9.1.2,5.35 (measured)  5.44 (calculated),Neue Erzmineralien (Q64176096),,Opaque,,,,,None,,,/g/122vwyj1,,,,"Thick tabular crystals, massive",,grandfathered mineral (G) (Q13406846),,,Metallic,,,3-3.5,,,Eskebornite,naming locality (Q22815296),2.CB.10a,2.CB.10a,,Distinctly magnetic,Creamy yellow to yellowish brown,,,Insoluble,space group P-42c (Q15021064),,Black,black (Q23445),2.CB.10a,II/C.03,chalcopyrite mineral group (Q3777650),,,,,Tilkerode (Q27089348),,"Entity[""Mineral"", ""Eskebornite""]"
490,eskolaite,,300311402,,,Eskolaite from Russia,Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m),None,,Eskolaite,trigonal crystal system (Q588274),,4.3.1.3,,"Eskolaite, a new chromium mineral (Q56429586)",,"Opaque, translucent in thin edges",,,,,,,/m/0rfhbvx,,,5.18,,Hexagonal prisms and plates,,grandfathered mineral (G) (Q13406846),,,Vitreous or metallic,2776316506,,8,,,Eskolaite,,4.CB.05,4.CB.05,Uniaxial,,Noted; emerald-green to olive-green,,,,space group R-3c (Q15040836),,Pale green,,4.CB.05,IV/C.04,hematite mineral group (Q3777569),"''R'' {{overline|3}} c, No. 167",[[Trigonal]],Brittle,,Outokumpu (Q952374),"a = 4.95, c = 13.58&nbsp;[Å]; Z&nbsp;=&nbsp;6","Entity[""Mineral"", ""Eskolaite""]"
491,esperite,,,,Max δ = 0.012,Esperite under ultraviolet light,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,Distinct on [010] and [100] - poor on [101],,Esperite,monoclinic crystal system (Q624543),,51.2.1.3,,,,Subtranslucent to opaque,,,,,,"Conchoidal, brittle",/m/05f01k,,,4.28 - 4.42,,Typically massive,IMA1964-027,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,,5 - 5.5,,,Esperite,"Esper S. Larsen, Jr. (Q1262111)",9.AB.15,9.AB.15,"Biaxial (-), 2V measured: 5° to 40°",Brilliant yellow fluorescence under SW UV; kelly green cathodoluminescence.,,nα = 1.762 nβ = 1.770 nγ = 1.774,,,space group P2₁/n (Q13365573),,White,white (Q23444),9.AB.15,VIII/A.03,beryllonite mineral group (Q12902819),''P''2<sub>1</sub>/m,[[Monoclinic]],,,Parker shaft (Q23894236),,"Entity[""Mineral"", ""Esperite""]"
492,esseneite,,,16886293n,,,,,,Esseneite,monoclinic crystal system (Q624543),,65.1.3a.6,,,,,,,,,,,,/g/121thsnq,,,,,IMA1985-048,approved mineral and/or valid name (A) (Q13406835),,,,,14050,,,,,Eric J. Essene (Q20752506),9.DA.15,9.DA.15,,,,,,,space group C2/c (Q103888918),,,,,VIII/F.01,pyroxenes (Q192880),,,,,,,"Entity[""Mineral"", ""Esseneite""]"
493,ettringite,,300379946,,δ = 0.021,"Ettringite, Kalahari manganese fields, [[Northern Cape Province]], South Africa",Ditrigonal pyramidal (3m) <br/>[[H-M symbol]]: (3m),Perfect on {10 {{overline|1}} 0},,Ettringite,trigonal crystal system (Q588274),,31.10.2.1,,,Calcium sulfo-aluminate,Transparent to opaque,,,,,Non-fluorescent,,/m/025w1br,,,1.77,,"Acicular growth, striated prismatic crystals; fibrous to cottonlike",IMA1962 s.p.,approved mineral and/or valid name (A) (Q13406835),Ettringite,,Vitreous,2776052592,1414,2-2.5,,,Ettringite,Ettringen (Q144711),7.DG.15,7.DG.15,Uniaxial (-),,,"n<sub>ω</sub> = 1.491, n<sub>ε</sub> = 1.470",thaumasite (Q2706126),Partially soluble in water,,ettringitt,White,white (Q23444),7.DG.15,VI/D.13,ettringite mineral group (Q3777576),''P''31c,[[Trigonal]],,,Bellerberg volcano (Q19274917),"a = 11.23, c = 21.44&nbsp;[Å]; Z&nbsp;=&nbsp;2","Entity[""Mineral"", ""Ettringite""]"
494,euchlorine,Moderately large (measured),,,δ = 0.064,,[[Sulfate minerals|Sulfate mineral]],,,,monoclinic crystal system (Q624543),30.3.1.1,,"3.28 (measured), 3.28 (calculated)",,,,r < v,,,,,,,/g/121zcdy7,,,,"Single crystals, tabular, incrustation",,grandfathered mineral (G) (Q13406846),,1108.0,,,,,,,"Euchlorine, Euclorina, Euchlorin, Euchlorite","['eu- (Q7061077)', 'green (Q3133)']",7.BC.30,7.BC.30,"Biaxial (+), moderate relief, emerald green color (transmitted light)",,"X: Pale grass-green,<br/> Y: Grass-green,<br/> Z: Bright yellow-green","n<sub>α</sub>=1.580, n<sub>β</sub>=1.605, n<sub>γ</sub>=1.644",,Partially soluble in water,,,[[Pistachio]] green,,7.BC.30,VI/B.06,euchlorine group (Q51737737),''C2/c'',[[Monoclinic]],,,Mount Vesuvius (Q524),"a = 18.41(5), b=9.43(3), c=14.21(5), β=113.7(3)°; Z=8",
495,euchroite,,,01628413n,,,Disphenoidal (222) <br/>[[H-M symbol]]: (2 2 2),,,Euchroite,orthorhombic crystal system (Q648961),,42.6.3.1,,Vollständige Charakteristik des Mineral-Systems (Q33112329),,,,,,,,,/m/0739yh,,,,,,,grandfathered mineral (G) (Q13406846),,473.0,,,1417,,,,Euchroite,"['eu- (Q7061077)', 'color (Q1075)']",8.DC.07,8.DC.07,,,,,,,,,,,8.DC.07,VII/D.07,arsenate mineral (Q4796437),''P''2<sub>1</sub>2<sub>1</sub>2<sub>1</sub>,Orthorhombic,,,Ľubietová (Q223477),,
496,euclase,50°,,,δ = 0.019,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,"Perfect, perfect on {010}, imperfect on {110} {001}",,Euclase,monoclinic crystal system (Q624543),,,,"['De l´euclase (Q32956597)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)']",,"Transparent, translucent",r > v,,,,,Conchoidal,/m/0450nc,,,2.99 - 3.1,,Prismatic crystals,,grandfathered mineral (G) (Q13406846),Euclase,504.0,Vitreous,2778931091,,7.5,,,Euclase,"['eu- (Q7061077)', 'cleavage (Q107400)']",9.AE.10,9.AE.10,Biaxial (+),,May be marked in shades of deep blue,n<sub>α</sub> = 1.652 n<sub>β</sub> = 1.655 n<sub>γ</sub> = 1.671,,,,,White,white (Q23444),9.AE.10,VIII/B.01,nesosilicates (Q429635),''P''2<sub>1</sub>/a,[[Monoclinic]],Brittle,,Ouro Preto (Q188905),"a = 4.763, b = 14.29 <br/>c = 4.618&nbsp;[Å]; β = 100.25°; Z&nbsp;=&nbsp;4","Entity[""Mineral"", ""Euclase""]"
497,eucryptite,,,,δ = 0.013,Eucryptite grains in albite from the type locality (size:9.3 x 7.0 x 2.8 cm),Rhombohedral ( {{overline|3}} ) <br/>[[H-M symbol]]: ( {{overline|3}} ),Indistinct on {10 {{overline|1}} 0} and {0001},,Eucryptite,trigonal crystal system (Q588274),,,2.67,"On the mineral locality at Branchville, Connecticut: Fourth paper (Q30057318)",,Transparent to translucent,,,,,,Conchoidal,/m/0264t6y,,,,,"Rare as euhedral crystals, coarse crystalline aggregates and massive",,grandfathered mineral (G) (Q13406846),,,Vitreous,,1419,6.5,"{'amount': '+6.5', 'unit': '1'}",,Eucryptite,"['eu- (Q7061077)', 'secrecy (Q1503443)']",9.AA.05,9.AA.05,Uniaxial (+),Fluoresces pink to red or orange under SW UV,,n<sub>ω</sub> = 1.570 - 1.573 n<sub>ε</sub> = 1.583 - 1.587,,,,,White,white (Q23444),,VIII/A.01,willemite mineral group (Q3777860),''R'' {{overline|3}},[[Trigonal crystal system|Trigonal]],Very brittle,,Fillow quarry (Q26812670),"a = 13.48, c = 9.01&nbsp;[Å]; Z&nbsp;=&nbsp;18",
498,eudialyte,,,,δ = 0.004,,Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m),Distinct on {0001} imperfect on {11 {{overline|2}} 0},,Eudialyte,trigonal crystal system (Q588274),,,,Summary of meeting 16 December 1819 (Q42297082),,Transparent to translucent,,,,eudialyte,,Uneven,/m/054zqf,,,2.74–3.10,4938918,"Crystals short rhombohedral to long prismatic, granular, irregular masses",IMA2003 s.p.,approved mineral and/or valid name (A) (Q13406835),,538.0,Vitreous,2779804644,1420,5 - 6,,,Eudialyte,"['eu- (Q7061077)', 'decomposition (Q339062)', 'stone (Q22731)']",9.CO.10,9.CO.10,Uniaxial (+/-),Mildly [[Image:Radioactive.svg|25px]] [[Radioactive]],"Weak: O= colorless, pale yellow, pink; E= pink to colorless",n<sub>ω</sub> = 1.606–1.610 n<sub>ε</sub> = 1.610–1.613,,[[sulfuric acid|H<sub>2</sub>SO<sub>4</sub>]],"['space group R3m (Q15040828)', 'space group R3 (Q15040793)', 'space group R-3m (Q15040834)']",eudialytt,White,white (Q23444),9.CO.10,VIII/E.23,eudialyte mineral group (Q3777578),''R'' {{overline|3}} m,[[Trigonal]],Brittle,,"Kangerluarsuk fjord, Ilímaussaq (Q23835341)","a = 14.31, c = 30.15&nbsp;[Å]; Z&nbsp;=&nbsp;12",
499,euxenite-(y),,,,,"Euxenite from [[Norway]], around 11 cm of size",[[Oxide minerals]],None,,Euxenite,orthorhombic crystal system (Q648961),,,,,,"Opaque, translucent on thin edges",,,science/euxenite,,,Conchoidal to subconchoidal,/m/0171mm,,0107145,4.7 to 5,,"Massive, anhedral crystals in matrix",IMA1987 s.p.,"approved mineral, renamed (Rn) (Q13406860)",,372.0,"Brilliant submetallic, waxy to resinous on fractures",2780916463,1425,5.5 to 6.5,,,'''Euxenite''',"['hospitality (Q815825)', 'foreigner (Q473741)']",4.DG.05,4.DG.05,Isotropic,"[[Metamict]] - originally crystalline, now amorphous due to radiation damage. [[Image:Radioactive.svg|25px]] [[Radioactive]]",,n = 2.06 - 2.24,,,,,"Yellowish, grayish, or reddish brown",,4.DG.05,IV/D.19,euxenite mineral group (Q18016084),''Pcmn'' (no. 62),[[Orthorhombic]],,Common on [201],,,
500,eveite,Measured: 65°,,,β = .032,Eveite found in Sweden,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),Fair on {101},,Eveite,,,,,,,Semitransparent,,,,,,,/m/0ddbyzh,,,3.76,,Tabular or sheaf-like,IMA1966-047,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,1427,{{frac|3|1|2}} - 4,,265.80 g/mol,Eveite,Eve (Q830183),8.BB.30,8.BB.30,Biaxial,,Visible: X = Z = green Y = Yellow,"n<sub>α</sub> = 1.700(5), n<sub>β</sub> = 1.715(5), n<sub>γ</sub> = 1.732(10)",,completely soluble in cold 1:1 HCl,,,White,white (Q23444),8.BB.30,VII/B.06,olivenite group (Q3777603),''Pnnm'',[[Orthorhombic]],,,Långban (Q1002624),"a = 8.57(1), b = 8.77(1) <br/>c = 6.27(1)&nbsp;[Å]; Z&nbsp;=&nbsp;4",
501,evenkite,,,03314223n,δ = 0.049,"Evenkite from [[Dubnik]], [[Slovakia]]",Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),{001} Perfect,,Evenkite,orthorhombic crystal system (Q648961),,,,,,Transparent,,,,,,,/m/0h1bkrl,,,0.87,,"Tabular pseudohexagonal crystals, granular, disseminated",,grandfathered mineral (G) (Q13406846),,,Waxy,2781165963,1428,1,,,Evenkite,Evenk Autonomous Okrug (Q214262),10.BA.50,10.BA.50,Biaxial (+),,,n<sub>α</sub> = 1.504 n<sub>β</sub> = 1.504 n<sub>γ</sub> = 1.553,,,,,,,10.BA.50,IX/B.01,organic class of minerals (Q4335792),''Pbcm'',[[Orthorhombic]],,Polysynthetic,Evenkiysky District (Q831406),"a = 7.47, b = 4.98, c = 65.85&nbsp;[Å]; Z&nbsp;=&nbsp;4","Entity[""Mineral"", ""Evenkite""]"
502,eveslogite,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,perfect {001} and {010},,,,,,2.85 g/cm<sup>3</sup> (meas.) <br/>2.93 g/cm<sup>3</sup> (calc.),,Inosilicate mineral,,,,,,,splintery,/m/0zg6my7,,,,,,IMA2001-023,approved mineral and/or valid name (A) (Q13406835),,,vitreous to resinous; silky,,,5,,,Eveslogite,Mount Eveslogchorr (Q23891523),9.DG.97,9.DG.97,,,,,,,,,white and at times yellow-brown,,9.DG.97,,inosilicates (Q279440),''P''2/m,[[Monoclinic]],brittle,,Mount Eveslogchorr (Q23891523),,
503,ewingite,,,,,,4/mmm (4/m 2/m 2/m) - Ditetragonal Dipyramidal,,,,tetragonal crystal system (Q503601),,,,,,,,,,,,,,/g/11c2l23dtj,,,,,IMA2016-012,approved mineral and/or valid name (A) (Q13406835),,,,,,,,,Ewingite,Rodney C. Ewing (Q22004235),,,,[[Image:Radioactive.svg|25px]] [[Radioactive]],,,,,space group I4₁/acd (Q15027442),,,,,,carbonate and nitrate class of minerals (Q1073138),,[[Tetragonal]],,,Plavno mine (Q47525079),,
504,fabianite,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,,,,monoclinic crystal system (Q624543),,,,,,,,,,,,,/m/0bt7_l,,,,,,IMA1967 s.p.,approved mineral and/or valid name (A) (Q13406835),,,,,1433,,,,Fabianite,Hans-Joachim Fabian (Q51157643),6.FC.20,6.FC.20,,,,,,,,,,,6.FC.20,V/K.01,phylloborate mineral subclass (Q13221626),''P''2<sub>1</sub>/a,[[Monoclinic]],,,,,"Entity[""Mineral"", ""Fabianite""]"
505,faizievite,"-72<sup>o</sup> (measured), -70<sup>o</sup> (calculated, approximated)",,,,,Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>,None,,,triclinic crystal system (Q376927),63.2.10.1,63.2.10.1,2.83 (measured),,,Opaque,,,,,,,,/g/11clyt58gb,,,,tabular plates,IMA2006-037,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,,4-4.5,,,Faizievite,Faiziev Abdulkhak Radzhabovitch (Q28962305),9.CM.10,9.CM.10,Biaxal (+),,,"n<sub>p</sub>=1.65, n<sub>m</sub>=1.66 (approximated)",,,,,,,,,cyclosilicates (Q11515780),''P'' {{overline|1}},[[Triclinic]],Brittle,,Darai-Pioz glacier (Q23803396),"a = 9.82, b = 9.82 <br/>c = 17.31&nbsp;[Å], α = 99.209(2)° <br/>β = 94.67(2)°, γ = 119.839(1)° (approximated); Z&nbsp;=&nbsp;1",
506,falsterite,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,"{010}, perfect",,,monoclinic crystal system (Q624543),,,2.78 (measured); 2.84 (calculated; approximated),,,Transparent,Strong,,,,,Uneven,,/g/11clyt59m_,,,,"thin plates, rectangular laths",IMA2011-061,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,42463,,"{'amount': '+2', 'unit': '1'}",,Falsterite,Alexander U. Falster (Q50390773),,,Biaxal (-),,"Colorless to very pale yellow (X & Z), blue-green (Y)","nα=1.58, nβ=1.60, nγ=1.61 (approximated)",,,space group P2₁/c (Q102054304),,Very pale greenish-blue,,,,phosphate class of minerals (Q3092395),''P2''<sub>1</sub>/c,[[Monoclinic]],,,Palermo No. 1 mine (Q23933961),"a = 6.39, b = 21.26 <br/>c = 15.37&nbsp;[Å]; β = 90.56° (approximated); Z&nbsp;=&nbsp;2",
507,farneseite,,,,0.0040,,Dihexagonal dipyramidal (6/mmm) <br/>[[H-M symbol]]: (6/m 2/m 2/m),Poor on {001},,,hexagonal crystal system (Q663314),,,,,,Transparent,,,,,,Conchoidal,/m/0zrr0fq,,,2.52,,Prismatic crystals,IMA2004-043,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,2778960922,,,,,Farneseite,"Farnese, Lazio (Q138823)",9.FB.05,9.FB.05,Uniaxial (+),,,"n<sub>ω</sub> 1.499, n<sub>ε</sub>=1.503",,,,,White,white (Q23444),9.FB.05,VIII/J.09,complex-sequence cancrinites (Q18013979),''P''6<sub>3</sub>/m,[[Hexagonal crystal system|Hexagonal]],Brittle,,"Farnese, Lazio (Q138823)","a = 12.8784, c = 37.0078&nbsp;[Å]; Z&nbsp;=&nbsp;1",
508,faustite,,,,,,,,,,triclinic crystal system (Q376927),,42.9.3.3,,"Faustite, a new mineral, the zinc analogue of turquois (Q38209674)",,,,,,,,,/m/01088069,,,,,,,grandfathered mineral (G) (Q13406846),,,,,,,,,,George T. Faust (Q1508323),8.DD.15,8.DD.15,,,,,,,space group P-1 (Q104519742),,,,,VII/D.15,turquoise mineral group (Q3777846),,,,,,,
509,fayalite,"Measured: 74° to 47°, Calculated: 54° to 66°",300380515,,δ = 0.042 – 0.051,"Fayalite crystals on substrate. Sample collected from Ochtendung, Eifel, Germany",Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),"{010} moderate, {100} imperfect",,Fayalite,orthorhombic crystal system (Q648961),,51.3.1.1,,,"Iron end-member of olivine, a nesosilicate mineral",Transparent,,23978.0,science/fayalite,,,Conchoidal,/m/04lsnl,,,4.392,,"Commonly granular, compact, or massive",,grandfathered mineral (G) (Q13406846),Fayalite,982.0,Vitreous to resinous on fractures,2778189432,,6.5 – 7.0,,{{chem molar mass|Fe|=|2|Si|=|1|O|=|4}},Fayalite,Faial Island (Q657187),9.AC.05,9.AC.05,Biaxial (-),,Faint,n<sub>α</sub> = 1.731 – 1.824 n<sub>β</sub> = 1.760 – 1.864 n<sub>γ</sub> = 1.773 – 1.875,"['forsterite (Q415037)', 'tephroite (Q424367)']",,space group Pbnm (Q103889409),fayalitt,White,white (Q23444),9.AC.05,VIII/A.04,olivine (Q22693),''Pbnm'',[[Orthorhombic]],,"On [100]; also on [031], as trillings",Faial Island (Q657187),"a = 4.8211, b = 10.4779 <br/>c = 6.0889&nbsp;[Å]; Z&nbsp;=&nbsp;4",
510,feklichevite,,,,,,Ditrigonal pyramidal (3m) <br/>[[H-M symbol]]: (3m),"(001), perfect",,,trigonal crystal system (Q588274),64.1.7.,,2.87 (approximated),,Mineral,Transparent or Translucent,,,,,No,,,/g/121g6rsy,,,,"isometric, thick-tabular; grains",IMA2000-017,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,11029,5.5,,,Feklichevite,V. G. Feklichev (Q48863601),9.CO.10,9.CO.10,Uniaxial (+),,None,"nω=1.61, nε=1.61 (approximated)",,,space group R3m (Q15040828),,Brownish,,9.CO.10,,eudialyte mineral group (Q3777578),''R3m'',[[Trigonal]],Brittle,,Kovdor phlogopite mine (Q23827729),"a = 14.26, c = 30.17&nbsp;[Å] (approximated); Z&nbsp;=&nbsp;3",
511,felsobanyaite,,,,,Felsöbanyaite as white spherules. Roadcut near Sant Marti dels Castells (Lérida) Spain,Sphenoidal (2) <br/><small>(same [[H-M symbol]])</small>,Distinct to good on {010} and {100},,,monoclinic crystal system (Q624543),,,,,,Semitransparent,,,,,,,/m/011f09m2,,,2.33,,"Globular masses, minute rhombic crystals",,grandfathered mineral (G) (Q13406846),,,"Vitreous, pearly on cleavage surfaces",,14145,1.5,,,Felsőbányaite,Baia Sprie (Q16898384),7.DD.05,7.DD.05,Biaxial (+),,,n = 1.515–1.540,,,,,,,7.DD.05,VI/D.06,sulfate class of minerals (Q764802),''P2''<sub>1</sub>,[[Monoclinic]],,,,"a = 13.026&nbsp;Å, b = 10.015&nbsp;Å, <br/>c = 11.115 Å; β = 104.34°; Z&nbsp;=&nbsp;4","Entity[""Mineral"", ""Basaluminite""]"
512,fengchengite,,,,,,Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2m),,,,trigonal crystal system (Q588274),,,,,,,,,,,,,,/g/11clyc4lnj,,,,,IMA2007-018a,approved mineral and/or valid name (A) (Q13406835),,,,,,,,,Fengchengite,Fengcheng (Q1362431),,,,,,,,,space group R-3m (Q15040834),,,,,,eudialyte mineral group (Q3777578),''R'' {{overline|3}} m,[[Trigonal]],,,Fengcheng (Q1362431),"a = 14.25, c = 30.03&nbsp;[Å] (approximated)",
513,feodosiyite,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,,,,monoclinic crystal system (Q624543),,,,,,,,,,,,,,/g/11c5m4xqb7,,,,,IMA2015-063,approved mineral and/or valid name (A) (Q13406835),,,,,,,,,Feodosiyite,Feodossi Nikolajewitsch Tschernyschow (Q4514369),,,,,,,,,space group P2₁/c (Q102054304),,,,,,halide class of minerals (Q729283),''P2''<sub>1</sub>/c,[[Monoclinic]],,,Glavnaya Tenoritovaya fumarole (Q24289084),"a = 12.90, b = 16.42 <br/>c = 11.96&nbsp;[Å]; β = 113.69° (approximated)",
514,ferberite,Measured: 66°,,,δ = 0.159,"Ferberite with muscovite from Minas da [[Panasqueira]], Beira Baixa, Portugal",Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,Perfect on {010}; partings on {100} and {102},,Ferberite,monoclinic crystal system (Q624543),,48.1.1.2,,,,Nearly to entirely opaque,,,science/ferberite,,,Uneven,/m/0543ys,,,7.58,,Bladed crystals; massive,,grandfathered mineral (G) (Q13406846),Ferberite,484.0,Submetallic to metallic adamantine,2777890062,"['1476', '14149', '14148']",4–4.5,,,Ferberite,Moritz Rudolph Ferber (Q85161681),4.DB.30,4.DB.30,Biaxial (+),Slightly magnetic,,n<sub>α</sub> = 2.255 n<sub>β</sub> = 2.305 n<sub>γ</sub> = 2.414,,,,,Brownish black,,4.DB.30,IV/D.16,wolframite (Q541128),''P2/c'',[[Monoclinic]],Brittle,Contact or interpenetrant or lamellar twins,,"a = 4.72, b = 5.7 <br/>c = 4.96&nbsp;[Å]; β = 90°; Z&nbsp;=&nbsp;2",
515,fermiite,50<sup>o</sup> (calculated),,,,,Pyramidal (mm2) <br/>[[H-M symbol]]: (mm2),None,,,orthorhombic crystal system (Q648961),,,3.31 (calculated); 3.23 (measured),,,Transparent,,,,,,,,/g/11clyt4rzp,,,,prismatic,IMA2014-068,approved mineral and/or valid name (A) (Q13406835),,,,,,2.5,,,Fermiite,Enrico Fermi (Q8753),,,Biaxal (+),[[Image:Radioactive.svg|25px]] [[Radioactive]],"Colourless (X & Y), pale greenish-yellow (Z)","nα=1.52, nβ=1.53, nγ=1.57 (approximated)",,,space group 31 (Q13397397),,White,white (Q23444),,,sulfate class of minerals (Q764802),''Pmn''2<sub>1</sub>,[[Orthorhombic]],Brittle,,Blue Lizard mine (Q23894667),"a = 11.84, b = 7.87 <br/>c = 15.33&nbsp;[Å] (approximated); Z&nbsp;=&nbsp;4",
516,feroxyhyte,,,,,,[[Oxide mineral]],,,,hexagonal crystal system (Q663314),06.01.04.04,,4.2,,Iron hydroxide mineral,[[Opacity (optics)|Opaque]],,,,,,,/m/04qgd0,,,4.31,,"Concretionary, massive, [[Nodule (geology)|nodular]]",IMA1975-032,approved mineral and/or valid name (A) (Q13406835),,,,2776938383,1484,,,88.85 g/mol,Feroxyhyte,"['hydroxide ion (Q199877)', 'iron (Q677)', 'oxygen (Q629)']",4.FE.40,4.FE.40,[[Uniaxial]],,,,,,,,Yellow,yellow (Q943),4.FE.40,IV/F.06,hydroxide auxiliary subclass of minerals (Q13379369),,[[Hexagonal crystal system|Hexagonal]] <br/>Unknown space group,,,,"a = 2.95, c = 4.56&nbsp;[Å]; Z&nbsp;=&nbsp;1","Entity[""Mineral"", ""Feroxyhyte""]"
