Unnamed: 0	name	category	formula	strunz	system	symmetry	unit cell	color	cleavage	fracture	mohs	luster	opticalprop	streak	gravity	diaphaneity	refractive	class	birefringence	habit
433	Diamond	Native element minerals,Native minerals	[[Carbon|C]]	1.CB.10a	Cubic crystal system,Cubic	''F''d {{overline|3}} m (No. 227)		Typically yellow, brown, or gray to colorless. Less often blue, green, black, translucent white, pink, violet, orange, purple, and red.	111 (perfect in four directions)	Irregular/Uneven	10 (defining mineral)	[[Adamantine lustre|Adamantine]]	Isotropic	Colorless	{{val|3.52|0.01}}	[[Transparency (optics)|Transparent]] to subtransparent to translucent	2.418 (at 500&nbsp;nm)	Hexoctahedral (m {{Overline|3}} m) <br/>[[H-M symbol]]: (4/m {{Overline|3}} 2/m)	None	[[Octahedral]]
434	Diaspore	Oxide mineral	α-AlO(OH)	4.FD.10	Orthorhombic	''Pbnm''	a = 4.4007(6)&nbsp;[[Ångstrom|Å]] <br/>b = 9.4253(13)&nbsp;Å <br/>c = 2.8452(3)&nbsp;Å; Z&nbsp;=&nbsp;4	White, pale gray, colorless, greenish gray, brown, pale yellow, pink, purple; may exhibit color change	{010} perfect, {110} distinct, {100} in traces	Conchoidal	6.5 - 7	Adamantine, vitreous, pearly on cleavage faces	Biaxial (+)		3.1 - 3.4	Transparent to translucent	n<sub>α</sub> = 1.682 - 1.706 n<sub>β</sub> = 1.705 - 1.725 n<sub>γ</sub> = 1.730 - 1.752	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.048	Platey, elongated to acicular crystals; also stalactitic, foliated, scaly, disseminated and massive
435	Dickite	Phyllosilicates  Kaolinite-serpentine group	{{Chem2|Al2Si2O5(OH)4}}	9.ED.05	Monoclinic	''Cc''	a = 5.150, b = 8.940 <br/>c = 14.424&nbsp;[Å]; β = 96.8°; Z&nbsp;=&nbsp;4	White, with coloration from impurities	Perfect on {001}		1.5 - 2	Satiny to pearly	Biaxial (+)	White	2.6	Transparent	n<sub>α</sub> = 1.561 - 1.564 n<sub>β</sub> = 1.561 - 1.566 n<sub>γ</sub> = 1.566 - 1.570	Domatic (m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.005 - 0.006	Pseudohexagonal crystals, aggregates of platelets and compact massive
436	Digenite	Sulfide mineral	Cu<sub>9</sub>S<sub>5</sub>	2.BA.05e	Trigonal	''R'' {{overline|3}} m		Blue to black	{111} (observed in synthetic material)	Conchoidal	2.5 to 3	Submetallic to metallic	Reflectivity: 21.6 at 540 nm	Black	5.5 to 5.7 observed, 5.628 calculated	Opaque		Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m)		Pseudocubic crystals are rare, usually as intergrowths with other copper sulfides
437	Dimorphite	Sulfide mineral	As<sub>4</sub>S<sub>3</sub>	2.FA.10	Orthorhombic	''Pnma''	a = 11.24, b = 9.90 <br/>c = 6.56&nbsp;[Å]; Z&nbsp;=&nbsp;4	orange-yellow	none	brittle	1.5	adamantine	Biaxial (+)	yellow	3.59	transparent		Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		Groups of pyramidal crystals
438	Diopside	Inosilicate mineral	MgCaSi<sub>2</sub>O<sub>6</sub>	9.DA.15	Monoclinic	''C2/c''	a = 9.746&nbsp;[[angstrom|Å]], b = 8.899&nbsp;Å <br/>c = 5.251&nbsp;Å; β = 105.79°; Z&nbsp;=&nbsp;4	Commonly light to dark green; may be blue, brown, colorless, white to snow white, grey, pale violet	Distinct/good on {110}	Irregular/uneven, conchoidal	5.5 - 6.5	Vitreous to dull	Biaxial (+)	white	3.278		n<sub>α</sub>= 1.663 - 1.699, n<sub>β</sub>= 1.671 - 1.705, n<sub>γ</sub>= 1.693 - 1.728	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.030	Short prismatic crystals common, may be granular, columnar, massive
439	Dioptase	Cyclosilicates	Cu<sub>6</sub>Si<sub>6</sub>O<sub>18</sub>·6H<sub>2</sub>O	9.CJ.30	Trigonal	''R'' {{overline|3}} (No. 148)	a = 14.566, c = 7.778&nbsp;[Å]; Z&nbsp;=&nbsp;18	Dark teal, emerald green	Perfect in three directions	Conchoidal	5	Vitreous	Uniaxial (+)	Green	3.28–3.35	Transparent to translucent	nω = 1.652 - 1.658 nε = 1.704 - 1.710	Rhombohedral ( {{overline|3}} ) <br/>[[H-M Symbol]]: ( {{overline|3}} )	δ = 0.052	Six sided prisms terminated by rhombohedrons to massive
440	Djerfisherite	Sulfide mineral	See text	2.FC.05	Cubic crystal system,Cubic	''Pm'' {{overline|3}} m	a = 10.465&nbsp;Å; Z&nbsp;=&nbsp;1	Greenish yellow, khaki to olive drab			3.5	Submetallic	Isotropic			Opaque		Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)		Rounded grains
441	Djurleite	Copper sulfide	Cu<sub>31</sub>S<sub>16</sub>	2.BA.05b	Monoclinic	''P''2<sub>1</sub>/n	a = 26.897, b = 15.745 <br/>c = 13.565&nbsp;[Å]; β = 90.13°; Z&nbsp;=&nbsp;8	Grey, blue-black or black	None	Conchoidal	{{frac|2|1|2}} to 3	Submetallic to metallic		Black	5.63	Opaque		Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Crystals are short prismatic and thick tabular, also massive and compact
442	Dmitryivanovite	Oxide mineral	CaAl<sub>2</sub>O<sub>4</sub>	4.BC.10	Monoclinic	''P2''<sub>1</sub>/c	a = 7.95, b = 8.62 <br/>c = 10.25&nbsp;[Å]; β = 93.1°; Z&nbsp;=&nbsp;12	Colorless										Prismatic (2/m)		Phase in CAI of 470 (NWA470) CH3 chondrite as subhedral grains
443	Dollaseite-(Ce)	Silicate mineral	CaCeMg<sub>2</sub>AlSi<sub>3</sub>O<sub>11</sub>F(OH)		Monoclinic	''P''2<sub>1</sub>/m		Brown	Indistinct, epidote has one good cleavage on one side	Flat regular to uneven	6.5–7	Vitreous	Biaxial (+)	light brown	3.9	Translucent	nα = 1.715 nβ = 1.718 nγ = 1.733	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.018	Massive, somewhat prismatic, equant when subhedral
444	Dolomite	Carbonate mineral 	CaMg(CO<sub>3</sub>)<sub>2</sub>	5.AB.10	Trigonal	''R'' {{overline|3}}	a = 4.8012(1), c = 16.002&nbsp;[Å]; Z&nbsp;=&nbsp;3	White, grey to pink, reddish-white, brownish-white; colourless in transmitted light	3 directions of cleavage not at right angles	Conchoidal	3.5 to 4	Vitreous to pearly	Uniaxial (-)	White	2.84–2.86		n<sub>ω</sub> = 1.679–1.681 n<sub>ε</sub> = 1.500	Rhombohedral ( {{overline|3}} ) <br/>[[H-M symbol]]: ( {{overline|3}} )	δ = 0.179–0.181	Tabular crystals, often with curved faces, also columnar, stalactitic, granular, massive.
445	Domeykite	Arsenide mineral	Cu<sub>3</sub>As	2.AA.10b	Cubic crystal system,Isometric	''I'' {{overline|4}} 3d	a = 9.62&nbsp;Å; Z&nbsp;=&nbsp;16	Tin-white to steel-gray	None		3-3.5	Metallic		Black gray	7.2 - 8.1, average = 7.65	Opaque		Hextetrahedral ( {{overline|4}} 3m) <br/>[[H-M symbol]]: ( {{overline|4}} 3m)		Reniform, botryoidal; massive
446	Donnayite-(Y)	Carbonate minerals	NaCaSr<sub>3</sub>Y(CO<sub>3</sub>)<sub>6</sub>∙3H<sub>2</sub>O	5.CC.05	Triclinic	''P1''					3							Pedial (1) <br/><small>(same [[H-M symbol]])</small>		
447	Drysdallite		MoSe1.5S0.5	2/D.25-30	Hexagonal - Dihexagonal Dipyramidal	''P6<sub>3</sub>/mmc'' (No. 194)	120.94 Å³ (Calculated from Unit Cell)	Grayish-black	Perfect		2	Metallic		Brown-black	6.248 (Calculated)					
448	Duftite	Arsenate minerals	PbCuAsO<sub>4</sub>(OH)	8.BH.35	Orthorhombic	''P''2<sub>1</sub>2<sub>1</sub>2<sub>1</sub>	a = 7.768(1), b = 9.211(1) <br/>c = 5.999(1)&nbsp;[Å]; Z&nbsp;=&nbsp;4	Green, olive green or grey green. Generally zoned due to compositional variations.	Indistinct	Uneven to conchoidal	4.5	Vitreous on fracture surfaces and dull on crystal faces	Biaxial (-), faint [[gravenstein|apple]]-green color (transmitted light)	Pale green or white	6.4 (measured), 6.60 (calculated)	Crystals are transparent to translucent	n<sub>α</sub> = 2.03–2.04, n<sub>β</sub> = 2.06–2.08, n<sub>γ</sub> = 2.08–2.10	Disphenoidal (222) <br/>[[H-M symbol]]: (2 2 2)	δ = 0.06	Tiny crystals elongated along [001] with curved and rough faces, aggregated into crusts. Crystals may be pseudo-octahedral.
449	Dumortierite	Nesosilicate	Al<sub>7</sub>BO<sub>3</sub>(SiO<sub>4</sub>)<sub>3</sub>O<sub>3</sub> or Al<sub>6.5-7</sub>BO<sub>3</sub>(SiO<sub>4</sub>)<sub>3</sub>(O,OH)<sub>3</sub>	9.AJ.10	Orthorhombic	''Pmcn'' (no. 62)	a = 11.77&nbsp;[[Ångstrom|Å]], b = 20.21&nbsp;Å<br/> c = 4.71&nbsp;Å; Z&nbsp;=&nbsp;4	Blue, greenish-blue, violet-blue, pale blue, red	Distinct on {100}, poor on {110}; parting on {001}	Fibrous	7 - 8.5	Vitreous to dull	Biaxial (-)	White	3.3 - 3.4	Transparent to translucent	n<sub>α</sub> = 1.659 - 1.678 n<sub>β</sub> = 1.684 - 1.691 n<sub>γ</sub> = 1.686 - 1.692	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.027	As fibrous or columnar crystals; coarsely crystalline to intimate parallel aggregates of needles; massive
450	Dundasite	Carbonate mineral	PbAl<sub>2</sub>[(OH)<sub>2</sub> CO<sub>3</sub>]<sub>2</sub>&nbsp;•&nbsp;H<sub>2</sub>O	5.DB.10	Orthorhombic	''Pbmm'' (no. 51)	a = 9.08, b = 16.37 <br/>c = 5.62&nbsp;[Å]; Z&nbsp;=&nbsp;4	White to very pale blue; colorless in transmitted light	Perfect On {010}		2	Vitreous to silky	Biaxial (-)	White	3.10 – 3.55	Transparent	n<sub>α</sub> = 1.603 n<sub>β</sub> = 1.716 n<sub>γ</sub> = 1.750	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.147	Acicular crystals typically in spherical aggregates and matted crusts
451	Dypingite	Carbonate mineral 	Mg<sub>5</sub>(CO<sub>3</sub>)<sub>4</sub>(OH)<sub>2</sub>·5H<sub>2</sub>O	5.DA.05	Monoclinic  Unknown space group			White				Pearly	Biaxial (+)	White to gray	2.15	Semitransparent	n<sub>α</sub> = 1.508 n<sub>β</sub> = 1.510 n<sub>γ</sub> = 1.516		δ = 0.0080	Globular - spherical to rounded forms (e.g. wavellite)
452	Dyscrasite	Antimonide mineral 	Ag<sub>3+x</sub>Sb<sub>1−x</sub> (x ≈ 0.2)	2.AA.35	Orthorhombic	''Pmm2''	a = 3.008, b = 4.828 <br/>c = 5.214&nbsp;[Å]; Z&nbsp;=&nbsp;1	Silver-white (tarnishes to lead-gray, yellowish, or black)	Distinct on {001} {001}, imperfect on {110}	Irregular or uneven	{{frac|3|1|2}} - 4	Metallic		Silver-white	9.4 - 10	Opaque		Pyramidal (mm2) <br/>[[H-M symbol]]: (mm2)	Very Weak	Pyramidal crystals also cylindrical, prismatic to platy, striated; granular, foliated or massive
453	Dzhalindite	Oxide mineral	In(OH)<sub>3</sub>	4.FC.05	Cubic crystal system,Cubic	''I''m {{overline|3}}	a = 7.9743(6)&nbsp;[[Ångström|Å]]; Z&nbsp;=&nbsp;8	Yellow-brown; light yellow in transmitted light; dark gray in reflected light			4 - 4.5		Isotropic		4.38	Transparent to subopaque	n = 1.725	Diploidal (m {{overline|3}} ) <br/>[[H-M symbol]]: (2/m {{overline|3}} )		Massive
455	Edenite	Amphibole mineral	NaCa<sub>2</sub>Mg<sub>5</sub>(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>	9.DE.15	Monoclinic	''C2/m''	a = 9.83, b = 17.95 <br/>c = 5.3&nbsp;[Å], β = 105.18°; Z&nbsp;=&nbsp;2	White to gray, pale to dark green, also brown and pale pinkish-brown	Good on (110)	Conchoidal	5–6	Vitreous	Biaxial (+)	White	3.05 - 3.37	Semitransparent	''n''<sub>α</sub> =  1.606 - 1.649, ''n''<sub>β</sub> = 1.617 - 1.660, ''n''<sub>γ</sub> = 1.631 - 1.672	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.025	Prismatic crystals, fibrous, as reaction rims on pyroxenes
456	Edingtonite	Tectosilicate	BaAl<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>·4H<sub>2</sub>O	9.GA.15	Orthorhombic crystal system,Orthorhombic			White, gray, pink	Perfect on [110]		4 - 4.5		Biaxial (-)		2.73 - 2.78		n<sub>α</sub> = 1.538 n<sub>β</sub> = 1.549 n<sub>γ</sub> = 1.554		δ = 0.016	Prismatic pseudotetragonal crystals; massive.
458	Efremovite	Sulfate minerals	(NH<sub>4</sub>)<sub>2</sub>Mg<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>	7.AC.10	Cubic crystal system,Cubic		a = 9.99&nbsp;Å; Z&nbsp;=&nbsp;2	White to gray	None	Uneven	2	Vitreous	Isotropic		2.52 (calculated)	Transparent to nearly opaque	n = 1.550	Tetartoidal (23) <br/>[[H-M symbol]]: (23)		Equant grains and crusts
459	Ekanite	Silicate mineral	{{chem|Ca|2|Th|Si|8|O|20}} or {{chem|(Ca|,Fe|,Pb|)|2|(Th|,U)|Si|8|O|20}}	9.EA.10	Tetragonal	''I''422		Green, yellow, dark red	Distinct on {101}	Brittle, uneven	4.5	Vitreous	Uniaxial (-)	White	2.95 - 3.28	Transparent to translucent	n<sub>ω</sub> = 1.580 n<sub>ε</sub> = 1.568	Trapezohedral (422) <br/>[[H-M symbol]]: (4 2 2)	δ = 0.012	Pyramidal crystals, granular to massive
460	Elbaite	Cyclosilicate	Na(Li<sub>1.5</sub>Al<sub>1.5</sub>)Al<sub>6</sub>Si<sub>6</sub>O<sub>18</sub>(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>4</sub>	9.CK.05	Trigonal	''R''3m		Green, red to pink, blue, orange, yellow, colorless, multicolored	Poor/indistinct on {1120} and {1011}	Sub-conchoidal	{{frac|7|1|2}}	Vitreous	Uniaxial (-)	White		Transparent to opaque	n<sub>ω</sub> = 1.635–1.650, n<sub>ε</sub> = 1.615–1.632	Ditrigonal pyramidal (3m) <br/>[[H-M symbol]]: (3m)	δ = 0.020	Prismatic; striated
461	Emmonsite	Tellurite mineral	Fe<sub>2</sub>(TeO<sub>3</sub>)<sub>3</sub>·2(H<sub>2</sub>O)	4.JM.10	Triclinic	''P'' {{overline|1}}	a = 7.90, b = 8.00 <br/>c = 7.62&nbsp;[Å]; α = 96.73°<br/>β = 95°, γ = 84.47°; Z&nbsp;=&nbsp;2	Yellowish green	Perfect on {010}; good on {100} and {001}		5	Vitreous	Biaxial (-)		4.52–4.55	Opaque to translucent	n<sub>α</sub> = 1.962 n<sub>β</sub> = 2.090 n<sub>γ</sub> = 2.100 - 2.120	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.138 - 0.158	Thin to hairlike crystals, occurring in rosettes and sprays; also fibrous globular aggregates and crusts
462	Empressite	Telluride mineral	AgTe	2.CB.80	Orthorhombic crystal system,Orthorhombic	''Pmnb''		Pale bronze	None	Uneven to subconchoidal	3.5	Metallic	Opaque	Gray-black to black	7.6	[[Opacity (optics)|Opaque]]		Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		Granular masses
463	Enargite	Sulfide mineral	Cu<sub>3</sub>AsS<sub>4</sub>	2.KA.05	Orthorhombic	''P''mn2<sub>1</sub>	a = 7.407(1), b = 6.436(1) <br/>c = 6.154(1)&nbsp;[Å]; Z&nbsp;=&nbsp;2	Grayish black to iron black; gray to pale pink-brown, deep red internal reflections in polished section	Perfect on {110}, distinct {100} and {010}	Uneven	3	Metallic to dull		Black	4.4 to 4.5	Opaque		Pyramidal (mm2) <br/>[[H-M symbol]]: (mm2)		Tabular to prismatic crystals, striated parallel to {001}; massive
464	Enstatite	Inosilicate	MgSiO<sub>3</sub>	9.DA.05	Orthorhombic	''Pbca''	a = 18.23, b = 8.84 <br/>c = 5.19&nbsp;[Å]; Z&nbsp;=&nbsp;8	White, grey, green, yellow or brown - colorless in thin section.	Good/distinct on [210]	Uneven	5 to 6	Vitreous, pearly on cleavage	Biaxial (+)	Gray	3.2–3.3	Translucent to opaque	n<sub>α</sub> = 1.650–1.668; n<sub>β</sub> = 1.652–1.673; n<sub>γ</sub> = 1.659–1.679	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.009–0.011	Prismatic crystals, commonly lamellar, fibrous, or massive
465	Eosphorite	Phosphate mineral	MnAl(PO<sub>4</sub>)(OH)<sub>2</sub>·H<sub>2</sub>O	8.DD.20	Orthorhombic	''Cmca''	a = 10.455(1), b = 13.501(2) <br/>c = 6.928(1)&nbsp;[Å]; β = 90°; Z&nbsp;=&nbsp;8	usually pale brown, golden brown, also medium brown to dark brown; occasionally pink, rose red	Poor on {100}	Subconchoidal to uneven	5	Vitreous, resinous	Biaxial (-)	White	3.06 – 3.08	Transparent to translucent	n<sub>α</sub> = 1.628 - 1.639 n<sub>β</sub> = 1.648 - 1.664 n<sub>γ</sub> = 1.657 - 1.671	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.029 - 0.032	Prismatic in radiating sprays or spheres, massive; twinned pseudo-orthorhombic
466	Ephesite	Phyllosilicate	NaLiAl<sub>2</sub>(Al<sub>2</sub>Si<sub>2</sub>)O<sub>10</sub>(OH)<sub>2</sub>	9.EC.20	Monoclinic	''C2/c'' <br/> also reported is a triclinic polytype	a = 5.12, b = 8.853 <br/>c = 19.303&nbsp;[Å]; beta = 95.08°; Z&nbsp;=&nbsp;4	Brownish pink, pearl gray, pale green	Perfect on {001}		3.5–4	Vitreous, pearly on cleavage	Biaxial (-)		2.984	Translucent	n<sub>α</sub> = 1.592 - 1.595 n<sub>β</sub> = 1.624 - 1.625 n<sub>γ</sub> = 1.625 - 1.627	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.033	Flakes
467	Epidote	Silicate mineral,Sorosilicates	{Ca<sub>2</sub>}{Al<sub>2</sub>Fe<sup>3+</sup>}[O OH SiO<sub>4</sub> Si<sub>2</sub>O<sub>7</sub>]		Monoclinic	''P''2<sub>1</sub>/m		Pistachio-green, yellow-green, greenish black, brownish-green, green, black	{001} perfect and {100} imperfect	Flat regular to uneven	6–7	Vitreous to resinous	Biaxial (-)	Greyish white	3.3–3.6	Transparent to nearly opaque	n<sub>α</sub> = 1.715–1.751<br> n<sub>β</sub> = 1.725–1.784<br> n<sub>γ</sub> = 1.734–1.797	Prismatic (2m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.019–0.046	Prismatic with striations, fibrous, massive
468	Epsomite	Sulfate mineral	MgSO<sub>4</sub>·7H<sub>2</sub>O	7.CB.40	Orthorhombic	''P''2<sub>1</sub>2<sub>1</sub>2<sub>1</sub>	a = 11.86, b = 11.99 <br/>c = 6.858&nbsp;[Å]; Z&nbsp;=&nbsp;4	White, grey, colorless, or pink, greenish	{010} perfect {101} distinct	Conchoidal	2	Vitreous, silky when fibrous	Biaxial (-)		1.67 - 1.68	Transparent to translucent	n<sub>α</sub> = 1.433 n<sub>β</sub> = 1.455 n<sub>γ</sub> = 1.461	Disphenoidal (222) <br/>[[H-M symbol]]: (2 2 2)	δ = 0.028	Acicular to fibrous encrustations
469	Ericssonite	Sorosilicate 	BaMn<sub>2</sub>FeO[Si<sub>2</sub>O<sub>7</sub>](OH)		Monoclinic	''C2/m''	a= 20.42, b= 7.03 <br/>c= 5.34&nbsp;[Å], β= 95.5°; Z&nbsp;=&nbsp;4	deep reddish black	perfect, perfect on (100) fair on (011)		4.5	sub metallic		brown		Translucent to opaque	1.802-1.891	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Massive - uniformly indistinguishable crystals forming large masses
470	Erionite	Zeolite mineral	{{chem|(Na|2|,K|2|,Ca|)|2|Al|4|Si|14|O|36|•15H|2|O}}		Hexagonal	''P6<sub>3</sub>/mmc'' (no. 194)		White, Green, Gray, Orange	[010] Distinct	Splintery	3.5-4	Vitreous - silky	Uniaxial (-)	white	2.09 - 2.13 avg = 2.11		n<sub>ω</sub> = 1.4711, n<sub>ε</sub> = 1.474	Dihexagonal dipyramidal (6mmm) <br/>[[H-M symbol]]: (6/m 2/m 2/m)	δ = 0.0191	Acicular - Occurs as needle-like crystals.
471	Erythrite	Arsenate mineral  Vivianite group	Co<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>·8H<sub>2</sub>O	8.CE.40	Monoclinic	''C2/m''		Crimson to peach-red, pale rose, or pink, may be zoned	Perfect on {{mset|010}} ; poor on {{mset|100}} and {{mset|overline|1|02}} . {{overline|1}} 02		1.5 - 2.5	Subadamantine, pearly on cleavages	Biaxial (+)	Pale red to pink	3.06	Transparent to translucent	n<sub>α</sub> = 1.626 - 1.629 n<sub>β</sub> = 1.662 - 1.663 n<sub>γ</sub> = 1.699 - 1.701	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.073	Radial or stellate aggregates, fibrous, drusy; usually powdery and massive - rarely as striated prismatic crystals
473	Esperite	Silicate minerals,Silicate mineral	PbCa<sub>3</sub>Zn<sub>4</sub>(SiO<sub>4</sub>)<sub>4</sub>	9.AB.15	Monoclinic	''P''2<sub>1</sub>/m		White	Distinct on [010] and [100] - poor on [101]	Conchoidal, brittle	5 - 5.5	Vitreous	Biaxial (-), 2V measured: 5° to 40°	White	4.28 - 4.42	Subtranslucent to opaque	nα = 1.762 nβ = 1.770 nγ = 1.774	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	Max δ = 0.012	Typically massive
474	Ettringite	Sulfate minerals	Ca<sub>6</sub>Al<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>(OH)<sub>12</sub>·26H<sub>2</sub>O	7.DG.15	Trigonal	''P''31c	a = 11.23, c = 21.44&nbsp;[Å]; Z&nbsp;=&nbsp;2	Colorless, pale yellow, milky white	Perfect on {10 {{overline|1}} 0}		2-2.5	Vitreous	Uniaxial (-)	White	1.77	Transparent to opaque	n<sub>ω</sub> = 1.491, n<sub>ε</sub> = 1.470	Ditrigonal pyramidal (3m) <br/>[[H-M symbol]]: (3m)	δ = 0.021	Acicular growth, striated prismatic crystals; fibrous to cottonlike
475	Euchlorine Euclorina Euchlorin Euchlorite	Sulfate minerals,Sulfate mineral	KNaCu<sub>3</sub>(SO<sub>4</sub>)<sub>3</sub>O	7.BC.30	Monoclinic	''C2/c''	a = 18.41(5), b=9.43(3), c=14.21(5), β=113.7(3)°; Z=8	Emerald-green, dark green					Biaxial (+), moderate relief, emerald green color (transmitted light)	[[Pistachio]] green			n<sub>α</sub>=1.580, n<sub>β</sub>=1.605, n<sub>γ</sub>=1.644		δ = 0.064	Single crystals, tabular, incrustation
476	Euchroite	Arsenate minerals	Cu<sub>2</sub>AsO<sub>4</sub>OH·3H<sub>2</sub>O	8.DC.07	Orthorhombic	''P''2<sub>1</sub>2<sub>1</sub>2<sub>1</sub>												Disphenoidal (222) <br/>[[H-M symbol]]: (2 2 2)		
477	Euclase	Nesosilicate	BeAlSiO<sub>4</sub>(OH)	9.AE.10	Monoclinic	''P''2<sub>1</sub>/a	a = 4.763, b = 14.29 <br/>c = 4.618&nbsp;[Å]; β = 100.25°; Z&nbsp;=&nbsp;4	Colorless, white, pale green to deep yellowish green, greenish blue, pale blue to deep blue	Perfect, perfect on {010}, imperfect on {110} {001}	Conchoidal	7.5	Vitreous	Biaxial (+)	White	2.99 - 3.1	Transparent, translucent	n<sub>α</sub> = 1.652 n<sub>β</sub> = 1.655 n<sub>γ</sub> = 1.671	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.019	Prismatic crystals
478	Eucryptite	Silicate mineral	LiAlSiO<sub>4</sub>		Trigonal crystal system,Trigonal	''R'' {{overline|3}}	a = 13.48, c = 9.01&nbsp;[Å]; Z&nbsp;=&nbsp;18	Brown, colorless, white	Indistinct on {10 {{overline|1}} 0} and {0001}	Conchoidal	6.5	Vitreous	Uniaxial (+)	White		Transparent to translucent	n<sub>ω</sub> = 1.570 - 1.573 n<sub>ε</sub> = 1.583 - 1.587	Rhombohedral ( {{overline|3}} ) <br/>[[H-M symbol]]: ( {{overline|3}} )	δ = 0.013	Rare as euhedral crystals, coarse crystalline aggregates and massive
479	Eudialyte	Cyclosilicate	Na<sub>15</sub>Ca<sub>6</sub>(Fe,Mn)<sub>3</sub>Zr<sub>3</sub>SiO(O,OH,H<sub>2</sub>O)<sub>3</sub><br>(Si<sub>3</sub>O<sub>9</sub>)<sub>2</sub>(Si<sub>9</sub>O<sub>27</sub>)<sub>2</sub>(OH,Cl)<sub>2</sub>	9.CO.10	Trigonal	''R'' {{overline|3}} m	a = 14.31, c = 30.15&nbsp;[Å]; Z&nbsp;=&nbsp;12	Red, magenta, brown; also blue and yellow	Distinct on {0001} imperfect on {11 {{overline|2}} 0}	Uneven	5 - 6	Vitreous	Uniaxial (+/-)	White	2.74–3.10	Transparent to translucent	n<sub>ω</sub> = 1.606–1.610 n<sub>ε</sub> = 1.610–1.613	Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m)	δ = 0.004	Crystals short rhombohedral to long prismatic, granular, irregular masses
480	Eudialyte	Cyclosilicate	Na<sub>15</sub>Ca<sub>6</sub>(Fe,Mn)<sub>3</sub>Zr<sub>3</sub>SiO(O,OH,H<sub>2</sub>O)<sub>3</sub><br>(Si<sub>3</sub>O<sub>9</sub>)<sub>2</sub>(Si<sub>9</sub>O<sub>27</sub>)<sub>2</sub>(OH,Cl)<sub>2</sub>	9.CO.10	Trigonal	''R'' {{overline|3}} m	a = 14.31, c = 30.15&nbsp;[Å]; Z&nbsp;=&nbsp;12	Red, magenta, brown; also blue and yellow	Distinct on {0001} imperfect on {11 {{overline|2}} 0}	Uneven	5 - 6	Vitreous	Uniaxial (+/-)	White	2.74–3.10	Transparent to translucent	n<sub>ω</sub> = 1.606–1.610 n<sub>ε</sub> = 1.610–1.613	Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m)	δ = 0.004	Crystals short rhombohedral to long prismatic, granular, irregular masses
481	Euxenite	Oxide minerals	{{chem|(Y|,Ca|,Ce|,U|,Th|)|(|Nb|,Ta|,Ti)|2|O|6}}	4.DG.05	Orthorhombic	''Pcmn'' (no. 62)		Black, brownish black,greenish black	None	Conchoidal to subconchoidal	5.5 to 6.5	Brilliant submetallic, waxy to resinous on fractures	Isotropic	Yellowish, grayish, or reddish brown	4.7 to 5	Opaque, translucent on thin edges	n = 2.06 - 2.24			Massive, anhedral crystals in matrix
