,name,image,caption,category,formula,strunz,system,dana,class,symmetry,unit cell,habit,cleavage,mohs,luster,opticalprop,refractive,birefringence,streak,density,diaphaneity,impurities,colour,post_town,var6text,postcode_district,polish,population,unitary_scotland,diagnostic,melt,death_place,birth_place,field,var1,var4,official_name,dispersion,coordinates,static_image_caption,country,fluorescence,color,boxtextcolor,known_for,solubility,lieutenancy_scotland,alteration,var3text,constituency_scottish_parliament,birth_date,count,other,residence,var5,twinning,image_size,imagesize,alt,fusibility,fracture,tenacity,var6,os_grid_reference,var1text,var5text,molweight,gravity,death_date,absorption,var4text,postcode_area,prop1,pleochroism,prop1text,var3,constituency_westminster,lustre,2V,boxwidth,boxes,boxbgcolor,var2text,references,var2
180,Hedenbergite,Hedenbergite-Quartz-Hematite-54421.jpg,,[[Pyroxene]]s,[[calcium|Ca]][[iron|Fe]][[silicon|Si]]<sub>2</sub>[[oxygen|O]]<sub>6</sub>,9.DA.15,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/c'',,"massive, prismatic crystals",Good on {110},5.5 - 6.5,"Vitreous, dull",Biaxial (+),nα = 1.699 - 1.739 nβ = 1.705 - 1.745 nγ = 1.728 - 1.757,δ = 0.029,"white, gray",3.56&nbsp;g/cm<sup>3</sup>,Transparent-Opaque,,,,,,,,,,,,,,,,,r > v strong,,,,,"brownish green, black",,,,,,,,,,,,,,,260px,,,Irregular,Brittle,,,,,248.09 g/mol,,,,,,,Weak,,,,,,,,,,,
181,Jadeite,Jadeite Sodium aluminum silicate Burma 3025.jpg,Jadeite from [[Burma]],[[Pyroxene]] group,"NaAlSi<sub>2</sub>O<sub>6</sub> or Na(Al,Fe<sup>3+</sup>)Si<sub>2</sub>O<sub>6</sub>",9.DA.25,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/c'',,"Commonly massive, or fibrous, granular; prismatic crystals rare",Good on [110],6.5 - 7,"Subvitreous, pearly on cleavages",Biaxial (+),nα = 1.654 - 1.673 nβ = 1.659 - 1.679 nγ = 1.667 - 1.693,δ = 0.013 - 0.020,White,,Translucent,,,,,,vitreous to greasy,,,,,,,,,,,r > v; moderate to strong.,,,,"''Dark colors'' are generally inert. ''Light green'' – inert to weak white in long wave, generally inert in short wave; ''light yellow'' – inert to weak green in long wave, generally inert in short wave; ''white'' – inert to weak  in long wave, generally inert in short wave; ''light purple'' – inert to weak white or weak brownish red in long wave, generally inert in short wave; some ''dyed lavender colors'' – moderate to strong orange in long wave, weaker in short wave","Apple-green, emerald-green, bluish green, leek-green, purplish blue, greenish white, white, black, may show green spots, rarely blue or violet; colorless in thin section. Often also banded.",,,,,,,,,,,,,Single and lamellar twinning on [100] and [001],,,,,Splintery,,,,,,,3.24 to 3.43,,,,,,,,,,,,,,#9bb854,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Johannsenite,file:Johannsenite-233188.jpg,,,,,Monoclinic,,,,,,,6,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,"blue-green, grey-white, dark brown, colourless",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Kanoite,Kanoite displayed at Mining Museum of Akita University.jpg,"Kanoite exhibited at the Mining Museum of [[Akita University]], Japan","[[Silicate mineral]] ([[pyroxene]], [[inosilicate]])","{{chem2|(Mg,Mn(2+))2Si2O6}}",,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''P2''<sub>1</sub>/c,"a = 9.73, b = 8.93 <br/>c = 5.26&nbsp;[Å]; β = 108.56°; Z&nbsp;=&nbsp;4",,"Perfect on {110}, {110} - {1 {{overline|1}} 0} = 88°",6,vitreous,Biaxial (+),n<sub>α</sub> = 1.715 n<sub>β</sub> = 1.715 n<sub>γ</sub> = 1.728,0.0130,,,Semitransparent,,,,,,,,,,,,,,,,,,,,,,Light pinkish brown,,,,,,,,,,,,,Polysynthetic,,,,,,,,,,,246.73 g/mol,3.66,,,,,,,,,,,40-42 measured,,,,,,
185,Kosmochlor,"Kosmochlor jade, Jurassic, Burma 1.jpg","Chromite (metallic black), kosmochlor pyroxene (emerald green to dark green to black), chromian jadeite pyroxene (green), chromiferous arfvedsonite amphibole (green or gray), symplectite (green, a finely-crystalline mineral mix of mostly chromian jadeite)",[[Inosilicate]] mineral,NaCr<sup>3+</sup>Si<sub>2</sub>O<sub>6</sub>,9.DA.25,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/c'',"a = 9.57, b = 8.71 <br/>c = 5.26 Å; β = 107.49°; Z&nbsp;=&nbsp;4",Prismatic crystals and fibrous aggregates,Good on {110} parting on {001},6,Vitreous,Biaxial (-),n<sub>α</sub> = 1.766 n<sub>γ</sub> = 1.781,δ = 0.015,Light green,,Semitransparent,,,,,,,,,,,,,,,,,r > v,,,,,Emerald-green,,,,,,,,,,,,,"Simple, lamellar on {100} and {001}",,260px,,,,,,,,,,3.51-3.60,,,,,,"X = yellowish green; Y = blue-green, grass-green; Z = emerald-green",,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Pigeonite,PyroxeneExsol_0.5mmm.jpg,"Polarized light microscope image of part of a grain of orthopyroxene containing exsolution lamellae of augite The texture documents a multistage history: (1) crystallization of twinned pigeonite, followed by exsolution of augite; (2) breakdown of pigeonite to orthopyroxene plus augite; (3) exsolution of augite parallel to the former twin plane of pigeonite. (long dimension 0.5 mm, [[Bushveld igneous complex]])",[[Silicate mineral]] ([[pyroxene]]),"{{chem2|([[Calcium|Ca]],[[Magnesium|Mg]],[[Iron|Fe]])(Mg,Fe)[[Silicon|Si]]2[[Oxygen|O]]6}}",9.DA.10,[[Monoclinic]],65.01.01.04,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''P''2<sub>1</sub>/c,"a = 9.7, b = 8.95, <br/>c = 5.24&nbsp;[Å]; β = 108.59°; Z&nbsp;=&nbsp;4","Prismatic crystals, to 1 cm; granular, massive.","Good on {110}, (110) ^ (1 {{overline|1}} 0) ~87°",6,Vitreous to dull,Biaxial (+),n<sub>α</sub> = 1.683 - 1.722 n<sub>β</sub> = 1.684 - 1.722 n<sub>γ</sub> = 1.704 - 1.752,δ = 0.021 - 0.030,Grey white,,Semitransparent,,,,,,,,,,,,,,,,,weak to distinct,,,,,"Brown, greenish brown-black",,,,,,,,,,,,,Commonly twinned simply or multiply on {100} or {001},,,,,Conchoidal,Brittle,,,,,,3.17 - 3.46 measured,,,,,,"Weak to moderate; X = colorless, pale green, brown; Y = pale brown, pale brownish green, brownish pink; Z = colorless, pale green, pale yellow",,,,,0 - 30° measured,,,,,,
191,Spodumene,Spodumene-usa59abg.jpg,"Walnut Hill Pegmatite Prospect, Huntington, Hampshire County, Massachusetts, US (Size: 14.2 x 9.2 x 3.0 cm)",[[Inosilicate]],"[[lithium]] [[aluminium]] silicate, LiAl(SiO<sub>3</sub>)<sub>2</sub>",,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/c'',"a = 9.46&nbsp;[[Ångström|Å]], b = 8.39&nbsp;Å <br/>c = 5.22&nbsp;Å <br/>β = 110.17°; Z&nbsp;=&nbsp;4","prismatic, generally flattened and elongated, striated parallel to {100}, commonly massive","Perfect prismatic, two directions {110} ∧ {1 {{overline|1}} 0} at 87°",6.5–7,"Vitreous, pearly on cleavage",Biaxial (+),n<sub>α</sub> = 1.648–1.661 n<sub>β</sub> = 1.655–1.670 n<sub>γ</sub> = 1.662–1.679,δ = 0.014–0.018,white,,,,,,,,,,,,,,,,,,,,,,,,"Highly variable: white, colorless, gray, pink, lilac, violet, yellow and green, may be bicolored; emerald green - hiddenite; lilac - kunzite; yellow - triphane",,,insoluble,,,,,,,"[[Tenebrescence]], [[chatoyancy]],  kunzite often [[fluorescent]] under [[UV]] {{Citation needed|date|=|August 2010}}",,,Common on {100},,,,3.5,Uneven to subconchoidal,Brittle,,,,,,3.03–3.23,,,,,,"Strong in kunzite: α-purple, γ-colorless; hiddenite: α-green, γ-colorless",,,,,54° to 69°,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Edenite,Edenite-188165.jpg,"Edenite crystal from Bancroft District, Ontario",[[Amphibole]] mineral,NaCa<sub>2</sub>Mg<sub>5</sub>(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>,9.DE.15,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',"a = 9.83, b = 17.95 <br/>c = 5.3&nbsp;[Å], β = 105.18°; Z&nbsp;=&nbsp;2","Prismatic crystals, fibrous, as reaction rims on pyroxenes",Good on (110),5–6,Vitreous,Biaxial (+),"''n''<sub>α</sub> =  1.606 - 1.649, ''n''<sub>β</sub> = 1.617 - 1.660, ''n''<sub>γ</sub> = 1.631 - 1.672",δ = 0.025,White,,Semitransparent,,,,,,,,,,,,,,,,,,,,,,"White to gray, pale to dark green, also brown and pale pinkish-brown",,,,,,,,,,,,,Simple or multiple parallel to {010},,,,,Conchoidal,Brittle,,,,,834.25 g/mol,3.05 - 3.37,,,,,,"Distinct, greens, blue-greens, and yellow-browns",,,,,50–82°,,,,,,
194,Edenite,Edenite-188165.jpg,"Edenite crystal from Bancroft District, Ontario",[[Amphibole]] mineral,NaCa<sub>2</sub>Mg<sub>5</sub>(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>,9.DE.15,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',"a = 9.83, b = 17.95 <br/>c = 5.3&nbsp;[Å], β = 105.18°; Z&nbsp;=&nbsp;2","Prismatic crystals, fibrous, as reaction rims on pyroxenes",Good on (110),5–6,Vitreous,Biaxial (+),"''n''<sub>α</sub> =  1.606 - 1.649, ''n''<sub>β</sub> = 1.617 - 1.660, ''n''<sub>γ</sub> = 1.631 - 1.672",δ = 0.025,White,,Semitransparent,,,,,,,,,,,,,,,,,,,,,,"White to gray, pale to dark green, also brown and pale pinkish-brown",,,,,,,,,,,,,Simple or multiple parallel to {010},,,,,Conchoidal,Brittle,,,,,834.25 g/mol,3.05 - 3.37,,,,,,"Distinct, greens, blue-greens, and yellow-browns",,,,,50–82°,,,,,,
195,Edenite,Edenite-188165.jpg,"Edenite crystal from Bancroft District, Ontario",[[Amphibole]] mineral,NaCa<sub>2</sub>Mg<sub>5</sub>(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>,9.DE.15,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',"a = 9.83, b = 17.95 <br/>c = 5.3&nbsp;[Å], β = 105.18°; Z&nbsp;=&nbsp;2","Prismatic crystals, fibrous, as reaction rims on pyroxenes",Good on (110),5–6,Vitreous,Biaxial (+),"''n''<sub>α</sub> =  1.606 - 1.649, ''n''<sub>β</sub> = 1.617 - 1.660, ''n''<sub>γ</sub> = 1.631 - 1.672",δ = 0.025,White,,Semitransparent,,,,,,,,,,,,,,,,,,,,,,"White to gray, pale to dark green, also brown and pale pinkish-brown",,,,,,,,,,,,,Simple or multiple parallel to {010},,,,,Conchoidal,Brittle,,,,,834.25 g/mol,3.05 - 3.37,,,,,,"Distinct, greens, blue-greens, and yellow-browns",,,,,50–82°,,,,,,
196,Hornblende,Apatite-(CaOH)-Hornblende-38354.jpg,"Hornblende crystal (dark green) about 35 mm long, with apatite (white)",Silicate mineral,"{{chem2|Ca2(Mg,Fe,Al)5(Al,Si)8O22(OH)2}}",,[[Monoclinic]],,,''C2/m'',,Hexagonal/granular,Imperfect at 56° and 124°,5–6,Vitreous to dull,,,,"Pale gray, gray-white, white, colorless",,,,,,,,,,,,,,,,,,,,,,,,Black to dark green or brown,,,,,,,,,,,,,,,,,,Uneven,,,,,,,2.9,,,,,,Strong,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,'''Magnesiohastingsite''',Magnesiohastingsite.jpg,"Magnesiohastingsite from [[Bratislava]], Slovakia.  Specimen size 4.5 cm",[[Amphibole]],NaCa<sub>2</sub>(Mg<sub>4</sub>Fe<sup>3+</sup>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,9.DE.15 (10 ed) <br /><small>8/F.10-130 (8 ed)</small>,[[Monoclinic]],66.01.03a.14,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,,"Good on {110} with intersections at about 56° and 124°.  [[Cleavage (crystal)#Parting|Partings]] on {001}, {100}",5 to 6,Vitreous,Biaxial (-),,,Pale grey-green to pale brownish-green,,Subopaque,,,,,,,,,,,,,,,,,,,,,,Green to dark green or black,,,Insoluble in HCl,,,,,,,Not radioactive,,,Simple or multiple twinning parallel to {100},,260px,,,,Brittle,,,,,864.69 g/mol,3.16 to 3.22,,,,,,,,,,,,24,,,,,
203,Hornblende,Apatite-(CaOH)-Hornblende-38354.jpg,"Hornblende crystal (dark green) about 35 mm long, with apatite (white)",Silicate mineral,"{{chem2|Ca2(Mg,Fe,Al)5(Al,Si)8O22(OH)2}}",,[[Monoclinic]],,,''C2/m'',,Hexagonal/granular,Imperfect at 56° and 124°,5–6,Vitreous to dull,,,,"Pale gray, gray-white, white, colorless",,,,,,,,,,,,,,,,,,,,,,,,Black to dark green or brown,,,,,,,,,,,,,,,,,,Uneven,,,,,,,2.9,,,,,,Strong,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,'''Magnesiohastingsite''',Magnesiohastingsite.jpg,"Magnesiohastingsite from [[Bratislava]], Slovakia.  Specimen size 4.5 cm",[[Amphibole]],NaCa<sub>2</sub>(Mg<sub>4</sub>Fe<sup>3+</sup>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,9.DE.15 (10 ed) <br /><small>8/F.10-130 (8 ed)</small>,[[Monoclinic]],66.01.03a.14,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,,"Good on {110} with intersections at about 56° and 124°.  [[Cleavage (crystal)#Parting|Partings]] on {001}, {100}",5 to 6,Vitreous,Biaxial (-),,,Pale grey-green to pale brownish-green,,Subopaque,,,,,,,,,,,,,,,,,,,,,,Green to dark green or black,,,Insoluble in HCl,,,,,,,Not radioactive,,,Simple or multiple twinning parallel to {100},,260px,,,,Brittle,,,,,864.69 g/mol,3.16 to 3.22,,,,,,,,,,,,24,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Pargasite,Pargasite-ww49d.jpg,"Single crystal of pargasite, 1.5 cm long, on a matrix of white marble from Hunza Valley, Pakistan",[[Inosilicate]]s,NaCa<sub>2</sub>(Mg<sub>4</sub>Al)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,Stout prismatic to tabular,{110} perfect,5–6,Vitreous,Biaxial (-),nα = 1.630 nβ = 1.640 nγ = 1.650,δ = 0.020 max.,,,"Translucent, will transmit light on thin edges.",,,,,,,,,,,,,,,,,,,,,,"Bluish green, grayish black, light brown",,,,,,,,,,,,,Simple and lamellar - common,,,,,Splintery,,,,,,,3.04–3.17,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Actinolite [Act],Actinolite Portugal.jpg,Actinolite crystal from [[Portugal]],[[Inosilicates]],Ca<sub>2</sub>(Mg<sub>4.5-2.5</sub>Fe<sup>2+</sup><sub>0.5-2.5</sub>) <br/>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,9.DE.10,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,"bladed, fibrous, radial",perfect along {110}.,5–6,vitreous to dull,Biaxial (-),n<sub>α</sub> = 1.613–1.628<br/> n<sub>β</sub> = 1.627–1.644<br/> n<sub>γ</sub> = 1.638–1.655,0.0250-0.0270,white,,translucent to transparent,,,,,,vitreous,,,,,,,,,,,r < v,,,,inert,"pale to dark green, yellowish green and black. White or grey when in asbestos",,,,,,,,,,,,,simple or lamellar,,260px,,,uneven,,,,,,,"3.00 (+0.10, -0.05)",,faint line at 503 nm,,,,"moderate, yellow to dark green (in stones that are transparent)",,,,,"78–82° (calc), 84–73° (meas)",,,#987630,,,
218,Actinolite [Act],Actinolite Portugal.jpg,Actinolite crystal from [[Portugal]],[[Inosilicates]],Ca<sub>2</sub>(Mg<sub>4.5-2.5</sub>Fe<sup>2+</sup><sub>0.5-2.5</sub>) <br/>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,9.DE.10,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,"bladed, fibrous, radial",perfect along {110}.,5–6,vitreous to dull,Biaxial (-),n<sub>α</sub> = 1.613–1.628<br/> n<sub>β</sub> = 1.627–1.644<br/> n<sub>γ</sub> = 1.638–1.655,0.0250-0.0270,white,,translucent to transparent,,,,,,vitreous,,,,,,,,,,,r < v,,,,inert,"pale to dark green, yellowish green and black. White or grey when in asbestos",,,,,,,,,,,,,simple or lamellar,,260px,,,uneven,,,,,,,"3.00 (+0.10, -0.05)",,faint line at 503 nm,,,,"moderate, yellow to dark green (in stones that are transparent)",,,,,"78–82° (calc), 84–73° (meas)",,,#987630,,,
219,Tremolite,Tremolite Campolungo.jpg,,[[Inosilicates]],Ca<sub>2</sub>(Mg<sub>5.0-4.5</sub>Fe<sup>2+</sup><sub>0.0-0.5</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,9.DE.10,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'' (no. 12),"a = 9.84&nbsp;[[Ångström|Å]], b = 18.02&nbsp;Å <br/>c = 5.27&nbsp;Å; β = 104.95°; Z&nbsp;=&nbsp;2","Elongated prismatic, or flattened crystals; also as fibrous, granular or columnar aggregates",Perfect on {110} at 56° and 124°; partings on {010} and {100},5 – 6,Vitreous and silky,Biaxial (-),n<sub>α</sub> = 1.599 - 1.612 n<sub>β</sub> = 1.613 - 1.626 n<sub>γ</sub> = 1.625 - 1.637,δ = 0.026,White,,Transparent to translucent,,,,,,,,,,,,,,,,,,,,,"Short UV=yellow, Long UV=range pink","White, gray, lavender to pink, light green, light yellow",,,,,,,,,,,,,"Simple or multiple, common parallel to {100}; rarely parallel to {001}",,300px,,,,Brittle,,,,,,2.99 – 3.03,,,,,,,,,,,Measured: 86° to 88°,,,,,,
220,Tschermakite,"Anyolite, pargasite, rubis 3.jpg","[[Anyolite]], a metamorphic rock: chrome-[[zoisite]] (bright green), tschermakite (black), [[ruby]] (red)",[[Silicate mineral]] ([[amphibole]]),☐Ca<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,9.DE.10,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',a = 9.762(6)&nbsp;[[Ångström|Å]] <br/>b = 17.994(12)&nbsp;Å <br/>c = 5.325(6)&nbsp;Å; <br/>β = 105.10(8)°; Z&nbsp;=&nbsp;2,As prismatic crystals or as reaction rims on other minerals,Perfect on {110} Parting	on {100}{001},5–6,Vitreous,Biaxial (-),n<sub>α</sub> = 1.623–1.660 n<sub>β</sub> = 1.630–1.680 n<sub>γ</sub> = 1.638–1.688,δ = 0.015–0.028,Pale grey-green,,Transparent,,,,,,,,,,,,,,,,,,,,,,"Medium to dark green to green-black to black, brown (rare)",,,,,,,,,,,,,Simple or multiple twinning parallel to {100},,260px,,,Conchoidal,Brittle,,,,,,3.15,,,,,,Visible in browns and greens,,,,,Measured: 60° to 90°,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Holmquistite,Holmquistite.jpg,"Holmquistite from the Foote Mineral Co., [[Kings Mountain, North Carolina]]",[[Inosilicate]],{{chem2|(Li2)(Mg3Al2)(Si8O22)(OH)2}},9.DD.05,[[Orthorhombic]],66.1.2.9,Dipyramidal (mmm) <br/>[[H-M Symbol]]: (2/m 2/m 2/m),''Pnma'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260px,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Holmquistite,Holmquistite.jpg,"Holmquistite from the Foote Mineral Co., [[Kings Mountain, North Carolina]]",[[Inosilicate]],{{chem2|(Li2)(Mg3Al2)(Si8O22)(OH)2}},9.DD.05,[[Orthorhombic]],66.1.2.9,Dipyramidal (mmm) <br/>[[H-M Symbol]]: (2/m 2/m 2/m),''Pnma'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260px,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Anthophyllite,Anthophyllite Suède Fond.jpg,,[[Inosilicates]]<br />Amphibole,☐Mg<sub>2</sub>Mg<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,9.DE.05,[[Orthorhombic]],,Dipyramidal (mmm)<br />[[H-M symbol]]: (2/m 2/m 2/m),''Pnma'',"a = 18.5, b = 17.9<br />c = 5.28&nbsp;[Å]; Z&nbsp;=&nbsp;4",Rarely as distinct crystals. Commonly lamellar or fibrous.,"Perfect on {210}, imperfect on {010}, {100}",5.5 – 6,"Vitreous, pearly on cleavage",Biaxial (+),"n<sub>α</sub>=1.598 – 1.674, n<sub>β</sub>=1.605 – 1.685, n<sub>γ</sub>=1.615 – 1.697; indices increase with Fe content",δ = 0.017 – 0.023,White to gray,,Transparent to translucent,,,,,,,,,"Characterized by clove brown color, but unless in crystals, difficult to distinguish from other [[amphiboles]] without optical and/or X-ray tests",,,,,,,,,,,,,"Gray to green, brown, and beige",,,,,,,,,,,,,,,260px,,,,Brittle; elastic when fibrous,,,,,,2.85 – 3.2,,,,,,,,,,,57° - 90°,,,,,,
229,Anthophyllite,Anthophyllite Suède Fond.jpg,,[[Inosilicates]]<br />Amphibole,☐Mg<sub>2</sub>Mg<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,9.DE.05,[[Orthorhombic]],,Dipyramidal (mmm)<br />[[H-M symbol]]: (2/m 2/m 2/m),''Pnma'',"a = 18.5, b = 17.9<br />c = 5.28&nbsp;[Å]; Z&nbsp;=&nbsp;4",Rarely as distinct crystals. Commonly lamellar or fibrous.,"Perfect on {210}, imperfect on {010}, {100}",5.5 – 6,"Vitreous, pearly on cleavage",Biaxial (+),"n<sub>α</sub>=1.598 – 1.674, n<sub>β</sub>=1.605 – 1.685, n<sub>γ</sub>=1.615 – 1.697; indices increase with Fe content",δ = 0.017 – 0.023,White to gray,,Transparent to translucent,,,,,,,,,"Characterized by clove brown color, but unless in crystals, difficult to distinguish from other [[amphiboles]] without optical and/or X-ray tests",,,,,,,,,,,,,"Gray to green, brown, and beige",,,,,,,,,,,,,,,260px,,,,Brittle; elastic when fibrous,,,,,,2.85 – 3.2,,,,,,,,,,,57° - 90°,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
